,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
0,"#id	pathogen	source	disease	trans_source	trans_type	portal	infection_atts	trans_atts	#comments,",,,,,,,,
156,"156	Influenza A virus (A/Bangkok/1/97(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
157,"157	Influenza A virus (A/Bangkok/235/89(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
158,"158	Influenza A virus (A/Bangkok/25(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
159,"159	Influenza A virus (A/Bangkok(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
160,"160	Influenza A virus (A/Bangladesh/C5-12/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
161,"161	Influenza A virus (A/Bangladesh/C5-13/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
162,"162	Influenza A virus (A/Bangladesh/C5-15/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
163,"163	Influenza A virus (A/Bangladesh/C5-16/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
164,"164	Influenza A virus (A/Bangladesh/C5-17/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
165,"165	Influenza A virus (A/Bangladesh/C5-18/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
166,"166	Influenza A virus (A/Bangladesh/C5-19/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
167,"167	Influenza A virus (A/Bangladesh/C5-20/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
168,"168	Influenza A virus (A/Bangladesh/C5-21/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
169,"169	Influenza A virus (A/Bangladesh/C5-22/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
170,"170	Influenza A virus (A/Bangladesh/C5-23/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
171,"171	Influenza A virus (A/Bangladesh/C5-24/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
172,"172	Influenza A virus (A/Bangladesh/C5-25/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
173,"173	Influenza A virus (A/Bangladesh/C5-26/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
174,"174	Influenza A virus (A/Bangladesh/C5-27/2003(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
175,"175	Influenza A virus (A/Bangladesh/C5-6/2002(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
176,"176	Influenza A virus (A/bantam/Nanchang/9-366/2000(H3N3))	Gallus gallus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
177,"177	Influenza A virus (A/bar-headed goose/Mongolia/1/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
178,"178	Influenza A virus (A/bar-headed goose/Qinghai/0510/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
179,"179	Influenza A virus (A/Bar-headed Goose/Qinghai/12/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
180,"180	Influenza A virus (A/Bar-headed Goose/Qinghai/5/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
181,"181	Influenza A virus (A/Bar-headed Goose/Qinghai/59/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
182,"182	Influenza A virus (A/Bar-headed Goose/Qinghai/60/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
183,"183	Influenza A virus (A/Bar-headed Goose/Qinghai/61/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
184,"184	Influenza A virus (A/Bar-headed Goose/Qinghai/62/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
185,"185	Influenza A virus (A/Bar-headed Goose/Qinghai/65/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
186,"186	Influenza A virus (A/Bar-headed Goose/Qinghai/67/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
187,"187	Influenza A virus (A/Bar-headed Goose/Qinghai/68/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
188,"188	Influenza A virus (A/Bar-headed Goose/Qinghai/75/05(H5N1))	Anser indicus	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
189,"189	Influenza A virus (A/Bayern/7/95(H1N1))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
190,"190	Influenza A virus (A/Baylor/11515/1982(H1N1))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
191,"191	Influenza A virus (A/Baylor/11735/1982(H1N1))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
192,"192	Influenza A virus (A/Baylor1A/81(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
193,"193	Influenza A virus (A/Baylor1B/83(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
194,"194	Influenza A virus (A/Baylor2A/81(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
195,"195	Influenza A virus (A/Baylor2B/Texas/25887/83/(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
196,"196	Influenza A virus (A/Baylor3A/83(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
197,"197	Influenza A virus (A/Baylor3B/Texas/24753/85(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
198,"198	Influenza A virus (A/Baylor4A/83(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
199,"199	Influenza A virus (A/Baylor4B/Texas/39989/88(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
200,"200	Influenza A virus (A/Baylor5A/Texas/12764/83(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
201,"201	Influenza A virus (A/Baylor5B/85(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
202,"202	Influenza A virus (A/Baylor6A/Texas/12835/83(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
203,"203	Influenza A virus (A/Baylor6B/Texas/25784/85(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
204,"204	Influenza A virus (A/Bay of Plenty/279/2004(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
205,"205	Influenza A virus (A/Bay of Plenty/332/2004(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
206,"206	Influenza A virus (A/Bay of Plenty/383/2004(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
207,"207	Influenza A virus (A/Beijin/352/1989(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
208,"208	Influenza A virus (A/Beijing/11/1956(H1N1))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
209,"209	Influenza A virus (A/Beijing/1/1968(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
210,"210	Influenza A virus (A/Beijing/1/68(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
211,"211	Influenza A virus (A/Beijing/17/97(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
212,"212	Influenza A virus (A/Beijing/244/96(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
213,"213	Influenza A virus (A/Beijing/262/95(H1N1))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
214,"214	Influenza A virus (A/Beijing/281/94(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
215,"215	Influenza A virus (A/Beijing/32/1992(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
216,"216	Influenza A virus (A/Beijing/32/92(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
217,"217	Influenza A virus (A/Beijing/337/1989(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
218,"218	Influenza A virus (A/Beijing/352/1989(H3N2))	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
219,"219	Influenza A virus (A/Beijing/352/1989,""(highgrowth reassortant NIB26)(H3N2))",Homo sapiens,Influenza,,,,URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html,,220.0
220,"7322	Influenza A virus (A/Swine/Brabant/84(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
221,"7323	Influenza A virus (A/swine/Breugel/2511#13/97(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
222,"7324	Influenza A virus (A/Swine/Breugel/97(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
223,"7325	Influenza A virus (A/swine/British Columbia/28103/2005(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
224,"7326	Influenza A virus (A/swine/Cambridge/1/1935(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
225,"7327	Influenza A virus (A/swine/Cambridge/1939(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
226,"7328	Influenza A virus (A/swine/Cambridge/39(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
227,"7329	Influenza A virus (A/swine/Canada-BC/1A/05(H3))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
228,"7330	Influenza A virus (A/swine/Changhua/72-10 clone B5/2003(H3N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
229,"7331	Influenza A virus (A/swine/Chiai/77-10/2001(H3N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
230,"7332	Influenza A virus (A/swine/China/8/1978(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
231,"7333	Influenza A virus (A/swine/Colorado/1/1977(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
232,"7334	Influenza A virus (A/swine/Colorado/1/77(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
233,"7335	Influenza A virus (A/Swine/Colorado/23619/99(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
234,"7336	Influenza A virus (A/swine/Cote d'Armor/3633/84(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
235,"7337	Influenza A virus (A/swine/Cotes d'Armor/1121/00(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
236,"7338	Influenza A virus (A/swine/Cotes d'Armor/1122/00(H1N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
237,"7339	Influenza A virus (A/swine/Cotes d'Armor/1455/99(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
238,"7340	Influenza A virus (A/swine/Cotes d'Armor/1482/99(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
239,"7341	Influenza A virus (A/swine/Cotes d'Armor/1488/99(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
240,"7342	Influenza A virus (A/swine/Cotes d'Armor/1515/99(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
241,"7343	Influenza A virus (A/swine/Cotes d'Armor/2433/98(H1N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
242,"7344	Influenza A virus (A/swine/Cotes d'Armor/604/99(H1N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
243,"7345	Influenza A virus (A/swine/Cotes d'Armor/736/2001(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
244,"7346	Influenza A virus (A/swine/Cotes d'Armor/790/97(H1N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
245,"7347	Influenza A virus (A/swine/Cotes d'Armor/799/00 (H1N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
246,"7348	Influenza A virus (A/swine/Cotes d'Armor/800/00(H1N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
247,"7349	Influenza A virus (A/swine/Cotes d'Armor/918/00(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
248,"7350	Influenza A virus (A/swine/Dandong/9/1983(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
249,"7351	Influenza A virus (A/swine/Dongen/6B/96(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
250,"7352	Influenza A virus (A/swine/Dongen/6D/96(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
251,"7353	Influenza A virus (A/swine/Dongen/6J/96(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
252,"7354	Influenza A virus (A/swine/Dongen/6T/96(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
253,"7355	Influenza A virus (A/swine/Ehime/1/80(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
254,"7356	Influenza A virus (A/swine/England/17394/96(H1N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
255,"7357	Influenza A virus (A/swine/England/191973/92(H1N7))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
256,"7358	Influenza A virus (A/swine/England/195852/1992(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
257,"7359	Influenza A virus (A/Swine/England/195852/92 (H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
258,"7360	Influenza A virus (A/swine/England/438207/94(H1N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
259,"7361	Influenza A virus (A/swine/England/690421/95(H1N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
260,"7362	Influenza A virus (A/swine/England/72685/96(H1N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
261,"7363	Influenza A virus (A/Swine/Finistere/2899/82(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
262,"7364	Influenza A virus (A/swine/Finistere/3616/84(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
263,"7365	Influenza A virus (A/swine/Finistere/510/94(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
264,"7366	Influenza A virus (A/swine/Flanders/1/98(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
265,"7367	Influenza A virus (A/Swine/France/3614/84(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
266,"7368	Influenza A virus (A/Swine/France/4203/85(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
267,"7369	Influenza A virus (A/Swine/France/4510/86(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
268,"7370	Influenza A virus (A/Swine/France/525/94(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
269,"7371	Influenza A virus (A/swine/Fujian/1/2003(H5N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
270,"7372	Influenza A virus (A/swine/Fujian/F1/2001(H5N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
271,"7373	Influenza A virus (A/swine/Gent/1/84(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
272,"7374	Influenza A virus (A/swine/Gent/70/84(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
273,"7375	Influenza A virus (A/swine/Germany/2/1981(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
274,"7376	Influenza A virus (A/swine/Germany/8533/91(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
275,"7377	Influenza A virus (A/swine/Guangdong/1/2003(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
276,"7378	Influenza A virus (A/swine/Guangdong/2/01(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
277,"7379	Influenza A virus (A/swine/Guangdong/3/2003(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
278,"7380	Influenza A virus (A/swine/Guangdong/3/2005(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
279,"7381	Influenza A virus (A/swine/Guangdong/4/2003(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
280,"7382	Influenza A virus (A/Swine/Guangdong/4/2005(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
281,"7383	Influenza A virus (A/swine/Guangdong/5/2003(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
282,"7384	Influenza A virus (A/swine/Guangdong/6/2004(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
283,"7385	Influenza A virus (A/swine/Guangxi/wz/2004(H5N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
284,"7386	Influenza A virus (A/swine/Haaksbergen/2767#13/97(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
285,"7387	Influenza A virus (A/swine/Hangzhou/1/2006(H9N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
286,"7388	Influenza A virus (A/swine/Heilongjiang/74/2000(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
287,"7389	Influenza A virus (A/swine/Heino/2627#11/97(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
288,"7390	Influenza A virus (A/swine/Henan/wy/2004(H5N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
289,"7391	Influenza A virus (A/swine/Hokkaido/2/1981(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
290,"7392	Influenza A virus (A/swine/Hokkaido/2/81 (H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
291,"7393	Influenza A virus (A/swine/Hong Kong/10/98(H9N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
292,"7394	Influenza A virus (A/swine/Hong Kong/1144/02(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
293,"7395	Influenza A virus (A/swine/Hong Kong/1197/02(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
294,"7396	Influenza A virus (A/swine/Hong Kong/1/1974(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
295,"7397	Influenza A virus (A/swine/Hong Kong/1212/02(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
296,"7398	Influenza A virus (A/swine/Hong Kong/126/1982(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
297,"7399	Influenza A virus (A/swine/Hong Kong/127/1982(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
298,"7400	Influenza A virus (A/swine/Hong Kong/127/82(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
299,"7401	Influenza A virus (A/swine/Hong Kong/1311/01(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
300,"7402	Influenza A virus (A/swine/Hong Kong/13/77(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
301,"7403	Influenza A virus (A/swine/Hong Kong/168/1993(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
302,"7404	Influenza A virus (A/swine/Hong Kong/172/1993(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
303,"7405	Influenza A virus (A/swine/Hong Kong/176/1993(H1N1))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
304,"7406	Influenza A virus (A/swine/Hong Kong/1/76(H3N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
305,"7407	Influenza A virus (A/swine/Hong Kong/2106/98(H9N2))	Sus scrofa	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
