,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
511,Eastern equine encephalitis virus,Culiseta melanura,no disease,Aedes vexans,undocumented,undocumented,PMID:14740882,PMID:14740882,
512,Eastern equine encephalitis virus,Culiseta melanura,no disease,Coquillettidia perturbans,undocumented,undocumented,PMID:14740882,PMID:14740882,
513,Eastern equine encephalitis virus,Coturnix,Eastern equine encephalitis,undocumented,undocumented,undocumented,PMID:8953536,PMID:8953536,
514,Eastern equine encephalitis virus,Dromaius novaehollandiae,Eastern equine encephalitis,undocumented,undocumented,undocumented,PMID:7643850,PMID:7643850,
515,Eastern equine encephalitis virus,Anas platyrhynchos,Eastern equine encephalitis,undocumented,undocumented,undocumented,PMID:7643850,PMID:7643850,
516,Eastern equine encephalitis virus,Phasianidae,Eastern equine encephalitis,undocumented,undocumented,undocumented,PMID:7643850,PMID:7643850,
517,Eastern equine encephalitis virus,Ardea herodias,Eastern equine encephalitis,undocumented,undocumented,undocumented,PMID:8028106,PMID:8028106,
518,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,
519,Hantavirus,Peromyscus maniculatus,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,
520,Bayou virus,Homo sapiens,Hantavirus pulmonary syndrome,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,
521,Bayou virus,Oryzomys palustris,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,
522,Sin Nombre virus,Homo sapiens,Hantavirus pulmonary syndrome,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,
523,Black Creek Canal virus,Homo sapiens,Hantavirus pulmonary syndrome,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,
524,Black Creek Canal virus,Sigmodon hispidus,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,
525,New York virus,Homo sapiens,Hantavirus pulmonary syndrome,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,
526,New York virus,Peromyscus leucopus,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,
527,Hantavirus,Sigmodon hispidus,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
528,Hantavirus,Peromyscus leucopus,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
529,Hantavirus,Oryzomys palustris,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
530,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,air,airborne,respiratory system,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
531,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,aerosol,droplet spread,respiratory system,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
532,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,urine,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
533,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,feces,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
534,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,saliva,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
535,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,Rodentia,contact,skin,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
536,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,urine,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
537,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,feces,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
538,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,saliva,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
539,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,urine,vehicle-borne medical,mouth,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
540,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,feces,vehicle-borne medical,mouth,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
541,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,saliva,vehicle-borne medical,mouth,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
542,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,food,vehicle-borne ingestion,digestive system,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
543,Sin Nombre virus,Peromyscus maniculatus,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
544,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,Peromyscus maniculatus,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
545,Bayou virus,Homo sapiens,Hantavirus pulmonary syndrome,Oryzomys palustris,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
546,Sin Nombre virus,Homo sapiens,Hantavirus pulmonary syndrome,Peromyscus maniculatus,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
547,Black Creek Canal virus,Homo sapiens,Hantavirus pulmonary syndrome,Sigmodon hispidus,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
548,New York virus,Homo sapiens,Hantavirus pulmonary syndrome,Peromyscus leucopus,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
549,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,Peromyscus leucopus,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/history.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
550,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,Sigmodon hispidus,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
551,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,Peromyscus leucopus,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
552,Hantavirus,Homo sapiens,Hantavirus pulmonary syndrome,Oryzomys palustris,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,URL:http://www.cdc.gov/ncidod/diseases/hanta/hps/noframes/transmit.htm,
553,Hantaan virus,Homo sapiens,Hantavirus infection,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
554,Dobrava-Belgrade virus,Homo sapiens,Hantavirus infection,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
555,Hantaan virus,Apodemus agrarius,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
556,Dobrava-Belgrade virus,Apodemus flavicollis,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
557,Hantaan virus,Homo sapiens,Hantavirus infection,Apodemus agrarius,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
558,Dobrava-Belgrade virus,Homo sapiens,Hantavirus infection,Apodemus flavicollis,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
559,Seoul virus,Rattus norvegicus,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
560,Seoul virus,Homo sapiens,Hantavirus infection,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
561,Seoul virus,Homo sapiens,Hantavirus infection,Rattus norvegicus,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
562,Puumala virus,Myodes glareolus,no disease,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
563,Puumala virus,Homo sapiens,Nephropathia epidemica,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
564,Puumala virus,Homo sapiens,Nephropathia epidemica,Myodes glareolus,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5109a1.htm,
565,Lassa virus,Homo sapiens,Lassa fever,Mastomys,contact,skin,PMID:10998376;URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
566,Lassa virus,Homo sapiens,Lassa fever,undocumented,undocumented,undocumented,PMID:10888638,PMID:10888638,
567,Lassa virus,Mastomys natalensis,no disease,undocumented,undocumented,undocumented,PMID:15457145;infection_cvterm=is_reservoir,PMID:15457145,
568,Lassa virus,Homo sapiens,Lassa fever,Homo sapiens,undocumented,undocumented,PMID:15457145,PMID:15457145,
569,Lassa virus,Homo sapiens,Lassa fever,urine,contact,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
570,Lassa virus,Homo sapiens,Lassa fever,feces,contact,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
571,Lassa virus,Homo sapiens,Lassa fever,food,vehicle-borne ingestion,digestive system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
572,Lassa virus,Homo sapiens,Lassa fever,urine,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
573,Lassa virus,Homo sapiens,Lassa fever,feces,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
574,Lassa virus,Homo sapiens,Lassa fever,air,airborne,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
575,Lassa virus,Homo sapiens,Lassa fever,Mastomys,vehicle-borne ingestion,digestive system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
576,Lassa virus,Homo sapiens,Lassa fever,bodily fluid,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
577,Lassa virus,Homo sapiens,Lassa fever,tissue,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
578,Lassa virus,Homo sapiens,Lassa fever,blood,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
579,Lassa virus,Homo sapiens,Lassa fever,medical instrument,vehicle-borne fomite,undocumented,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
580,Lassa virus,Homo sapiens,Lassa fever,hypodermic needle,vehicle-borne fomite,undocumented,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
581,Lassa virus,Homo sapiens,Lassa fever,Homo sapiens,contact,undocumented,PMID:11825774;URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lassaf.htm,
582,Lassa virus,Homo sapiens,Lassa fever,vomit,vehicle-borne medical,skin,PMID:15457145,PMID:15457145,
583,Lassa virus,Homo sapiens,Lassa fever,blood,vehicle-borne medical,eye,PMID:15457145,PMID:15457145,
584,Lassa virus,Homo sapiens,Lassa fever,bodily fluid,vehicle-borne medical,eye,PMID:15457145,PMID:15457145,
585,Lassa virus,Homo sapiens,Lassa fever,blood,vehicle-borne medical,nose,PMID:15457145,PMID:15457145,
586,Lassa virus,Homo sapiens,Lassa fever,bodily fluid,vehicle-borne medical,nose,PMID:15457145,PMID:15457145,
587,Lassa virus,Homo sapiens,Lassa fever,blood,vehicle-borne medical,mouth,PMID:15457145,PMID:15457145,
588,Lassa virus,Homo sapiens,Lassa fever,bodily fluid,vehicle-borne medical,mouth,PMID:15457145,PMID:15457145,
589,Lassa virus,Homo sapiens,Lassa fever,aerosol,droplet spread,respiratory system,URL:http://www2.ncid.cdc.gov/travel/yb/utils/ybGet.asp?section=dis&obj=viral_hemorrhagic.htm&cssNav=browseoyb,URL:http://www2.ncid.cdc.gov/travel/yb/utils/ybGet.asp?section=dis&obj=viral_hemorrhagic.htm&cssNav=browseoyb,
590,Lassa virus,Homo sapiens,Lassa fever,breast milk,vehicle-borne ingestion,digestive system,PMID:11825774,PMID:11825774,
591,Lassa virus,Mastomys,no disease,undocumented,undocumented,undocumented,PMID:10888638;infection_cvterm=is_reservoir,PMID:10888638,
592,Venezuelan equine encephalitis virus,Homo sapiens,Venezuelan equine fever,undocumented,undocumented,undocumented,PMID:12363053,PMID:12363053,
593,Venezuelan equine encephalitis virus,Equus caballus,Venezuelan equine fever,undocumented,undocumented,undocumented,PMID:11504410,PMID:11504410,
594,Venezuelan equine encephalitis virus,Cricetinae,undocumented,undocumented,undocumented,undocumented,PMID:15200823,,
595,Rift Valley fever virus,Bovidae,Rift Valley fever,undocumented,undocumented,undocumented,URL:http://www.who.int/csr/don/2007_03_23/en/index.html,URL:http://www.who.int/csr/don/2007_03_23/en/index.html,
596,Amur virus,Homo sapiens,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
597,Dobrava-Belgrade virus,Apodemus agrarius,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
598,Dobrava-Belgrade virus,Apodemus flavicollis,undocumented,undocumented,undocumented,undocumented,PMID:17531126;infection_cvterm=is_reservoir,PMID:17531126,
599,Hantaan virus,undocumented,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
600,Hantaan virus,Apodemus agrarius,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
601,Hantaan virus,Cricetulus barabensis,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
602,Hantaan virus,Homo sapiens,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
603,Hantaan virus,Niviventer confucianus,undocumented,undocumented,undocumented,undocumented,PMID: 17531126,PMID: 17531126,
604,Hantaan virus,Rattus norvegicus,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
605,Hantaan virus A9,Apodemus agrarius,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
606,Hantaan virus Lee,Homo sapiens,Hantavirus infection,undocumented,undocumented,undocumented,PMID:17531126;PMID:2900289,PMID:17531126;PMID:2900289,
607,Hantavirus,undocumented,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
608,Hantavirus,Homo sapiens,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
609,Hantavirus,Rattus norvegicus,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
610,Hantavirus GM04-38,Rattus norvegicus,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
611,Hantavirus HTN,Homo sapiens,undocumented,undocumented,undocumented,undocumented,PMID:17531126,PMID:17531126,
