#pathogen_cv=ncbi_taxonomy,gemina_curation									
#curation_cv=gemina _curation									
#source_cv=ncbi_taxonomy,ENVO,gemina_curation,gemina_anatomy									
#disease_cv=DOID,gemina_curation									
#portal_cv=gemina_anatomy,gemina_curation									
#infection_atts_cv=gemina_curation,symptoms,infection_attribute									
#transmission_atts_cv=transmission_attribute									
#trans_type_cv=gemina_curation,transmission_process									
#id	pathogen	source	disease	trans_source	trans_type	portal	infection_atts	trans_atts	#comments
7763	Influenza A virus (A/Taiwan/0342/96 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7764	Influenza A virus (A/Taiwan/0346/98 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7765	Influenza A virus (A/Taiwan/0379/2000 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7766	Influenza A virus (A/Taiwan/0388/2001(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7767	Influenza A virus (A/Taiwan/0423/98 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7768	Influenza A virus (A/Taiwan/0464/98 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7769	Influenza A virus (A/Taiwan/0562/95 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7770	Influenza A virus (A/Taiwan/0563/95 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7771	Influenza A virus (A/Taiwan/0568/2001(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7772	Influenza A virus (A/Taiwan/0570/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7773	Influenza A virus (A/Taiwan/0572/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7774	Influenza A virus (A/Taiwan/0578/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7775	Influenza A virus (A/Taiwan/0583/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7776	Influenza A virus (A/Taiwan/0646/2000 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7777	Influenza A virus (A/Taiwan/0657/95 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7778	Influenza A virus (A/Taiwan/0859/2002(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7779	Influenza A virus (A/Taiwan/0964/2001(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7780	Influenza A virus (A/Taiwan/0983/2002(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7781	Influenza A virus (A/Taiwan/1008/99 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7782	Influenza A virus (A/Taiwan/112/1996-1(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7783	Influenza A virus (A/Taiwan/112/1996-2(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7784	Influenza A virus (A/Taiwan/112/1996(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7785	Influenza A virus (A/Taiwan/1143/91(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7786	Influenza A virus (A/Taiwan/117/1996-1(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7787	Influenza A virus (A/Taiwan/117/1996-2(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7788	Influenza A virus (A/Taiwan/117/1996-3(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7789	Influenza A virus (A/Taiwan/117/1996(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7791	Influenza A virus (A/Taiwan/118/1996-1(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7792	Influenza A virus (A/Taiwan/118/1996-2(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7793	Influenza A virus (A/Taiwan/118/1996-3(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7794	Influenza A virus (A/Taiwan/118/1996(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7795	Influenza A virus (A/Taiwan/1184/99 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7796	Influenza A virus (A/Taiwan/1190/95 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7797	Influenza A virus (A/Taiwan/1/1986(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7798	Influenza A virus (A/Taiwan/13/1954(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7799	Influenza A virus (A/Taiwan/1523/2003(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7800	Influenza A virus (A/Taiwan/1523/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7801	Influenza A virus (A/Taiwan/1537/99 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7802	Influenza A virus (A/Taiwan/1566/2003(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7803	Influenza A virus (A/Taiwan/1566/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7804	Influenza A virus (A/Taiwan/1568/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7805	Influenza A virus (A/Taiwan/1/1962(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7806	Influenza A virus (A/Taiwan/1964(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7807	Influenza A virus (A/Taiwan/1/1967(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7808	Influenza A virus (A/Taiwan/1/69(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7809	Influenza A virus (A/Taiwan/1/72(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7810	Influenza A virus (A/Taiwan/1748/97 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7811	Influenza A virus (A/Taiwan/179/96)	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7813	Influenza A virus (A/Taiwan/1887/2002(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7814	Influenza A virus (A/Taiwan/1906/2002(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7815	Influenza A virus (A/Taiwan/1922/2002(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7817	Influenza A virus (A/Taiwan/1990/96 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7818	Influenza A virus (A/Taiwan/2034/96(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7819	Influenza A virus (A/Taiwan/2040/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7820	Influenza A virus (A/Taiwan/20/98(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7821	Influenza A virus (A/Taiwan/2157/2001 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7822	Influenza A virus (A/Taiwan/2175/2001 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7823	Influenza A virus (A/Taiwan/2191/96(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7824	Influenza A virus (A/Taiwan/2192/96(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7825	Influenza A virus (A/Taiwan/2195/96 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7826	Influenza A virus (A/Taiwan/21/98(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7827	Influenza A virus (A/Taiwan/2200/95 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7828	Influenza A virus (A/Taiwan/2243/1992(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7829	Influenza A virus (A/Taiwan/2243+C44/1992(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7830	Influenza A virus (A/Taiwan/2332/2001(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7831	Influenza A virus (A/Taiwan/2/70(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7832	Influenza A virus (A/Taiwan/2984/2002(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7833	Influenza A virus (A/Taiwan/2985/2002(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7834	Influenza A virus (A/Taiwan/2985/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7835	Influenza A virus (A/Taiwan/30005/2004(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7836	Influenza A virus (A/Taiwan/30017/2002(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7837	Influenza A virus (A/Taiwan/30020/2002(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7838	Influenza A virus (A/Taiwan/30027/2002(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7839	Influenza A virus (A/Taiwan/31001/2004(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7840	Influenza A virus (A/Taiwan/3131/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7841	Influenza A virus (A/Taiwan/3351/97(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7842	Influenza A virus (A/Taiwan/3355/97 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7843	Influenza A virus (A/Taiwan/3361/2001 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7844	Influenza A virus (A/Taiwan/3396/97 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7845	Influenza A virus (A/Taiwan/3427/97(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7846	Influenza A virus (A/Taiwan/346/98(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7847	Influenza A virus (A/Taiwan/3469/97(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7848	Influenza A virus (A/Taiwan/3503/97 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7849	Influenza A virus (A/Taiwan/3513/97(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7850	Influenza A virus (A/Taiwan/3640/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7851	Influenza A virus (A/Taiwan/3/71(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7852	Influenza A virus (A/Taiwan/3744/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7853	Influenza A virus (A/Taiwan/3896/2001 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7854	Influenza A virus (A/Taiwan/4050/2003(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7855	Influenza A virus (A/Taiwan/4050/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7856	Influenza A virus (A/Taiwan/4063/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7857	Influenza A virus (A/Taiwan/4183/2004(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7858	Influenza A virus (A/Taiwan/4360/99 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7859	Influenza A virus (A/Taiwan/4415/99 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7860	Influenza A virus (A/Taiwan/45/98(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7861	Influenza A virus (A/Taiwan/4673/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7862	Influenza A virus (A/Taiwan/4680/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7863	Influenza A virus (A/Taiwan/4845/99 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7864	Influenza A virus (A/Taiwan/4938/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7865	Influenza A virus (A/Taiwan/4954/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7866	Influenza A virus (A/Taiwan/4963/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7867	Influenza A virus (A/Taiwan/5063/99 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7868	Influenza A virus (A/Taiwan/511/96)	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7869	Influenza A virus (A/Taiwan/51/2005(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7870	Influenza A virus (A/Taiwan/5153/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7871	Influenza A virus (A/Taiwan/523/96(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7872	Influenza A virus (A/Taiwan/5779/98 (H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7873	Influenza A virus (A/Taiwan/7099/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7874	Influenza A virus (A/Taiwan/7100/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7875	Influenza A virus (A/Taiwan/929/99(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7876	Influenza A virus (A/Taiwan/1600/96(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7877	Influenza A virus (A/Taiwan/1769/96(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7878	Influenza A virus (A/Taiwan/2191/96(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7879	Influenza A virus (A/Taiwan/3513/96(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7884	Influenza A virus (A/Taiwan/224/98(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7887	Influenza A virus (A/Taiwan/C3-47/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7888	Influenza A virus (A/Taiwan/C3-52/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7889	Influenza A virus (A/Taoyuan/108/02(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7890	Influenza A virus (A/Tasmania/1/97(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7891	Influenza A virus (A/Tay Nguyen/TN101/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7892	Influenza A virus (A/Tay Nguyen/TN107/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7893	Influenza A virus (A/Tay Nguyen/TN116/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7894	Influenza A virus (A/Tay Nguyen/TN152/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7895	Influenza A virus (A/Tay Nguyen/TN160/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7896	Influenza A virus (A/teal/Alberta/16/97(H2N9))	Anas	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7897	Influenza A virus (A/teal/China/2978.1/2002(H5N1))	Anas	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7898	Influenza A virus (A/teal/Egypt/14051-NAMRU3/2005(H5N1))	Anas	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7899	Influenza A virus (A/teal/Egypt/9885-NAMRU3/2005(H5))	Anas	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7900	Influenza A virus (A/teal/Germany/wv153k/01)	Anas	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7901	Influenza A virus (A/teal/Germany/wv201r/01)	Anas	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7902	Influenza A virus (A/Teal/Hong Kong/W312/97(H6N1))	Anas	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
7903	Influenza A virus (A/teal/Iceland/29/1980(H7N7))	Anas	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
